-2624,-2622,-2620,-2622,-2622,-2622,-2622,-2622,-2622,-2620,-2620,-2618,-2618,-2618,-2616,-2616,-2616,-2616,-2616,-2616,-2616,-2616,-2616,-2616,-2616,-2616,-2616,-2612,-2608,-2606,-2604,-2602,-2602,-2596,-2598,-2598,-2596,-2594,-2594,-2596,-2600,-2600,-2600,-2600,-2602,-2602,-2602,-2602,-2604,-2612,
-2622,-2620,-2618,-2620,-2620,-2620,-2620,-2620,-2620,-2618,-2618,-2616,-2616,-2616,-2614,-2614,-2614,-2614,-2614,-2614,-2614,-2614,-2614,-2614,-2614,-2614,-2614,-2612,-2608,-2606,-2604,-2602,-2600,-2594,-2596,-2594,-2592,-2592,-2592,-2598,-2598,-2598,-2596,-2598,-2598,-2600,-2600,-2602,-2604,-2610,
-2622,-2620,-2618,-2618,-2618,-2620,-2620,-2620,-2618,-2618,-2616,-2616,-2614,-2614,-2614,-2614,-2614,-2612,-2612,-2612,-2612,-2612,-2612,-2614,-2614,-2614,-2614,-2612,-2608,-2606,-2604,-2602,-2600,-2594,-2594,-2594,-2594,-2590,-2592,-2598,-2598,-2598,-2596,-2598,-2598,-2600,-2600,-2602,-2604,-2610,
-2622,-2620,-2618,-2618,-2620,-2620,-2620,-2620,-2616,-2616,-2616,-2616,-2614,-2614,-2614,-2614,-2614,-2614,-2612,-2612,-2612,-2612,-2612,-2614,-2614,-2614,-2614,-2612,-2608,-2606,-2604,-2602,-2600,-2594,-2594,-2594,-2592,-2592,-2592,-2598,-2598,-2596,-2596,-2598,-2598,-2600,-2600,-2602,-2604,-2610,
-2622,-2620,-2620,-2620,-2622,-2618,-2618,-2618,-2618,-2616,-2618,-2616,-2614,-2614,-2614,-2614,-2614,-2612,-2612,-2612,-2612,-2612,-2612,-2614,-2612,-2614,-2614,-2612,-2608,-2606,-2604,-2602,-2600,-2594,-2594,-2592,-2594,-2596,-2596,-2596,-2598,-2598,-2596,-2598,-2598,-2600,-2600,-2602,-2604,-2610,
-2624,-2622,-2620,-2620,-2618,-2620,-2618,-2618,-2616,-2616,-2614,-2616,-2616,-2614,-2614,-2614,-2614,-2612,-2612,-2612,-2612,-2612,-2612,-2614,-2614,-2614,-2614,-2612,-2608,-2606,-2604,-2602,-2600,-2594,-2592,-2594,-2594,-2596,-2596,-2598,-2598,-2598,-2598,-2600,-2602,-2602,-2602,-2602,-2604,-2610,
-2624,-2622,-2622,-2620,-2620,-2618,-2618,-2616,-2616,-2616,-2616,-2616,-2616,-2614,-2614,-2614,-2614,-2614,-2612,-2612,-2612,-2612,-2612,-2614,-2614,-2614,-2614,-2610,-2612,-2606,-2604,-2602,-2600,-2594,-2594,-2594,-2594,-2596,-2596,-2596,-2598,-2598,-2600,-2600,-2602,-2604,-2604,-2604,-2604,-2610,
-2628,-2626,-2624,-2622,-2620,-2620,-2620,-2612,-2614,-2616,-2616,-2618,-2616,-2614,-2614,-2614,-2614,-2612,-2612,-2612,-2612,-2612,-2612,-2612,-2614,-2614,-2614,-2616,-2612,-2606,-2604,-2602,-2600,-2594,-2594,-2594,-2596,-2596,-2596,-2598,-2598,-2600,-2602,-2602,-2602,-2604,-2606,-2612,-2610,-2610,
-2626,-2624,-2622,-2622,-2620,-2620,-2622,-2616,-2616,-2616,-2616,-2618,-2616,-2612,-2614,-2614,-2614,-2612,-2610,-2612,-2612,-2610,-2612,-2612,-2614,-2614,-2612,-2612,-2612,-2606,-2604,-2602,-2600,-2598,-2596,-2596,-2598,-2596,-2600,-2600,-2602,-2602,-2602,-2604,-2604,-2606,-2606,-2608,-2608,-2610,
-2626,-2624,-2624,-2622,-2622,-2620,-2620,-2618,-2616,-2618,-2616,-2618,-2616,-2614,-2616,-2612,-2612,-2612,-2610,-2610,-2612,-2612,-2612,-2612,-2614,-2612,-2612,-2612,-2612,-2606,-2604,-2602,-2600,-2596,-2596,-2596,-2598,-2598,-2598,-2600,-2600,-2602,-2604,-2606,-2606,-2606,-2610,-2608,-2608,-2608,
-2626,-2624,-2622,-2624,-2626,-2622,-2622,-2620,-2618,-2618,-2620,-2618,-2616,-2614,-2614,-2612,-2612,-2610,-2610,-2610,-2610,-2610,-2612,-2612,-2610,-2612,-2612,-2610,-2612,-2610,-2604,-2602,-2600,-2598,-2596,-2600,-2600,-2600,-2600,-2600,-2602,-2602,-2604,-2606,-2606,-2606,-2608,-2606,-2608,-2608,
-2626,-2624,-2622,-2622,-2624,-2624,-2622,-2620,-2618,-2620,-2620,-2616,-2616,-2614,-2614,-2612,-2612,-2612,-2610,-2610,-2610,-2610,-2612,-2612,-2612,-2610,-2612,-2608,-2612,-2606,-2604,-2602,-2602,-2602,-2600,-2600,-2602,-2602,-2602,-2602,-2602,-2604,-2604,-2606,-2606,-2608,-2608,-2610,-2606,-2606,
-2630,-2628,-2626,-2624,-2624,-2624,-2624,-2624,-2622,-2622,-2620,-2620,-2616,-2616,-2614,-2614,-2614,-2606,-2608,-2610,-2610,-2612,-2610,-2610,-2610,-2610,-2610,-2608,-2606,-2606,-2604,-2604,-2604,-2602,-2602,-2602,-2602,-2600,-2602,-2604,-2604,-2606,-2606,-2606,-2608,-2608,-2608,-2606,-2606,-2606,
-2630,-2628,-2626,-2626,-2626,-2626,-2626,-2626,-2624,-2622,-2622,-2624,-2620,-2618,-2614,-2614,-2618,-2612,-2610,-2610,-2610,-2612,-2610,-2608,-2610,-2608,-2608,-2608,-2606,-2606,-2606,-2606,-2604,-2604,-2604,-2604,-2602,-2600,-2602,-2604,-2606,-2606,-2606,-2606,-2608,-2608,-2606,-2606,-2610,-2608,
-2630,-2628,-2626,-2626,-2626,-2626,-2626,-2626,-2624,-2622,-2624,-2624,-2620,-2618,-2618,-2614,-2616,-2612,-2610,-2612,-2608,-2610,-2610,-2610,-2610,-2608,-2608,-2608,-2606,-2606,-2606,-2606,-2606,-2606,-2606,-2604,-2604,-2596,-2602,-2604,-2606,-2608,-2608,-2608,-2608,-2606,-2606,-2606,-2608,-2610,
-2630,-2628,-2626,-2628,-2628,-2626,-2626,-2626,-2624,-2626,-2624,-2624,-2622,-2620,-2622,-2618,-2618,-2614,-2612,-2612,-2614,-2610,-2610,-2610,-2608,-2608,-2608,-2608,-2606,-2606,-2606,-2606,-2606,-2606,-2606,-2604,-2602,-2602,-2602,-2604,-2606,-2608,-2608,-2608,-2608,-2606,-2606,-2606,-2608,-2608,
-2630,-2628,-2628,-2626,-2628,-2628,-2626,-2626,-2624,-2626,-2626,-2624,-2622,-2618,-2622,-2622,-2618,-2616,-2612,-2614,-2614,-2610,-2610,-2608,-2608,-2608,-2608,-2608,-2606,-2606,-2606,-2606,-2608,-2608,-2608,-2604,-2604,-2604,-2604,-2604,-2606,-2608,-2608,-2608,-2608,-2606,-2606,-2608,-2608,-2608,
-2632,-2630,-2628,-2628,-2628,-2628,-2628,-2626,-2626,-2626,-2626,-2628,-2628,-2624,-2622,-2622,-2620,-2620,-2616,-2616,-2614,-2614,-2608,-2610,-2610,-2610,-2610,-2606,-2608,-2608,-2608,-2608,-2608,-2608,-2608,-2606,-2606,-2606,-2606,-2606,-2608,-2608,-2606,-2608,-2608,-2606,-2608,-2608,-2606,-2606,
-2634,-2632,-2630,-2632,-2630,-2630,-2630,-2628,-2628,-2628,-2628,-2630,-2628,-2622,-2624,-2622,-2622,-2620,-2616,-2616,-2614,-2616,-2612,-2614,-2610,-2610,-2612,-2610,-2612,-2608,-2610,-2612,-2608,-2608,-2606,-2608,-2608,-2606,-2608,-2606,-2608,-2608,-2606,-2606,-2608,-2608,-2608,-2606,-2608,-2606,
-2634,-2632,-2630,-2630,-2628,-2632,-2632,-2630,-2628,-2632,-2626,-2628,-2626,-2624,-2624,-2622,-2622,-2620,-2618,-2616,-2616,-2614,-2612,-2612,-2610,-2612,-2614,-2612,-2610,-2610,-2608,-2610,-2608,-2606,-2608,-2606,-2608,-2608,-2608,-2606,-2606,-2606,-2606,-2606,-2608,-2606,-2606,-2608,-2610,-2608,
-2634,-2632,-2630,-2630,-2632,-2632,-2632,-2632,-2630,-2630,-2630,-2628,-2626,-2624,-2624,-2620,-2622,-2620,-2618,-2618,-2614,-2616,-2614,-2612,-2616,-2614,-2614,-2612,-2612,-2614,-2614,-2612,-2610,-2608,-2610,-2610,-2608,-2608,-2608,-2610,-2608,-2608,-2606,-2608,-2610,-2610,-2608,-2608,-2610,-2610,
-2634,-2632,-2630,-2630,-2632,-2632,-2632,-2632,-2630,-2632,-2630,-2628,-2626,-2622,-2622,-2622,-2622,-2620,-2616,-2616,-2616,-2616,-2614,-2612,-2614,-2616,-2614,-2612,-2612,-2614,-2614,-2612,-2608,-2610,-2608,-2610,-2608,-2608,-2606,-2608,-2608,-2608,-2608,-2608,-2610,-2610,-2608,-2608,-2610,-2612,
-2634,-2632,-2630,-2630,-2632,-2632,-2632,-2638,-2634,-2632,-2630,-2630,-2622,-2622,-2622,-2622,-2622,-2618,-2618,-2618,-2618,-2618,-2616,-2618,-2618,-2618,-2618,-2620,-2618,-2616,-2616,-2616,-2614,-2610,-2610,-2608,-2608,-2610,-2610,-2610,-2610,-2610,-2610,-2612,-2614,-2612,-2614,-2616,-2614,-2614,
-2634,-2632,-2632,-2632,-2634,-2634,-2632,-2634,-2632,-2632,-2630,-2630,-2624,-2622,-2622,-2622,-2624,-2622,-2622,-2620,-2620,-2620,-2620,-2622,-2620,-2622,-2624,-2622,-2620,-2618,-2618,-2620,-2616,-2614,-2612,-2608,-2606,-2610,-2614,-2612,-2612,-2614,-2612,-2612,-2614,-2614,-2616,-2618,-2620,-2618,
-2634,-2632,-2632,-2632,-2632,-2634,-2634,-2634,-2634,-2632,-2632,-2630,-2626,-2624,-2624,-2620,-2620,-2620,-2620,-2618,-2622,-2622,-2620,-2622,-2622,-2622,-2624,-2622,-2620,-2620,-2618,-2618,-2614,-2610,-2614,-2612,-2612,-2606,-2612,-2612,-2614,-2614,-2614,-2614,-2616,-2616,-2616,-2618,-2620,-2618,
-2634,-2632,-2632,-2632,-2630,-2634,-2632,-2634,-2634,-2634,-2630,-2632,-2628,-2626,-2624,-2624,-2622,-2620,-2620,-2622,-2622,-2622,-2622,-2622,-2624,-2626,-2624,-2622,-2622,-2622,-2620,-2618,-2606,-2612,-2616,-2614,-2610,-2612,-2614,-2616,-2616,-2616,-2614,-2616,-2618,-2618,-2618,-2618,-2620,-2622,
-2634,-2632,-2632,-2632,-2632,-2632,-2632,-2632,-2630,-2632,-2632,-2632,-2628,-2624,-2626,-2624,-2622,-2620,-2620,-2620,-2622,-2622,-2622,-2624,-2624,-2626,-2622,-2622,-2620,-2622,-2620,-2620,-2614,-2606,-2610,-2612,-2614,-2614,-2614,-2614,-2616,-2614,-2614,-2616,-2618,-2618,-2616,-2618,-2618,-2622,
-2632,-2630,-2628,-2630,-2630,-2632,-2632,-2632,-2632,-2632,-2632,-2632,-2632,-2628,-2626,-2626,-2624,-2618,-2620,-2622,-2624,-2624,-2628,-2626,-2626,-2626,-2626,-2626,-2624,-2624,-2622,-2622,-2616,-2614,-2612,-2612,-2612,-2614,-2616,-2616,-2618,-2618,-2620,-2622,-2624,-2620,-2620,-2622,-2622,-2622,
-2634,-2632,-2630,-2630,-2630,-2632,-2632,-2632,-2632,-2632,-2632,-2632,-2630,-2628,-2626,-2624,-2626,-2624,-2624,-2624,-2626,-2624,-2628,-2628,-2628,-2628,-2628,-2626,-2626,-2624,-2622,-2624,-2620,-2620,-2616,-2612,-2610,-2614,-2620,-2620,-2620,-2622,-2620,-2620,-2622,-2620,-2622,-2622,-2624,-2624,
-2634,-2632,-2630,-2630,-2632,-2630,-2630,-2632,-2632,-2632,-2634,-2632,-2630,-2630,-2628,-2624,-2624,-2624,-2622,-2624,-2626,-2626,-2628,-2628,-2628,-2628,-2628,-2628,-2626,-2624,-2624,-2624,-2620,-2614,-2620,-2618,-2618,-2618,-2620,-2620,-2620,-2622,-2622,-2622,-2624,-2620,-2622,-2624,-2624,-2624,
-2634,-2632,-2632,-2632,-2630,-2632,-2630,-2632,-2632,-2632,-2632,-2632,-2632,-2630,-2630,-2626,-2626,-2624,-2622,-2624,-2626,-2626,-2628,-2628,-2630,-2628,-2628,-2628,-2628,-2628,-2626,-2626,-2622,-2618,-2618,-2622,-2618,-2618,-2620,-2622,-2624,-2622,-2622,-2622,-2624,-2624,-2624,-2624,-2624,-2624,
-2636,-2634,-2634,-2632,-2632,-2632,-2630,-2630,-2632,-2632,-2632,-2632,-2630,-2626,-2630,-2628,-2628,-2626,-2624,-2624,-2626,-2624,-2626,-2628,-2628,-2630,-2628,-2628,-2624,-2628,-2628,-2626,-2618,-2610,-2616,-2620,-2620,-2620,-2622,-2622,-2622,-2620,-2622,-2622,-2624,-2624,-2620,-2624,-2624,-2626,
-2638,-2636,-2634,-2634,-2634,-2632,-2632,-2628,-2634,-2634,-2634,-2636,-2634,-2632,-2632,-2630,-2630,-2622,-2626,-2626,-2626,-2628,-2628,-2630,-2630,-2630,-2630,-2630,-2630,-2630,-2630,-2630,-2628,-2622,-2620,-2620,-2618,-2624,-2624,-2624,-2624,-2624,-2624,-2626,-2628,-2626,-2626,-2626,-2626,-2626,
-2640,-2638,-2636,-2638,-2634,-2634,-2634,-2634,-2640,-2636,-2638,-2640,-2636,-2636,-2632,-2632,-2636,-2630,-2630,-2628,-2630,-2632,-2630,-2634,-2632,-2632,-2632,-2632,-2634,-2632,-2632,-2634,-2630,-2630,-2624,-2618,-2614,-2622,-2628,-2626,-2626,-2628,-2626,-2626,-2628,-2628,-2630,-2628,-2628,-2628,
-2638,-2636,-2634,-2636,-2632,-2638,-2638,-2636,-2638,-2638,-2638,-2640,-2638,-2636,-2636,-2632,-2632,-2630,-2628,-2630,-2628,-2632,-2632,-2632,-2632,-2632,-2634,-2632,-2632,-2632,-2632,-2634,-2628,-2622,-2630,-2626,-2624,-2624,-2626,-2626,-2628,-2628,-2626,-2628,-2630,-2628,-2628,-2628,-2630,-2628,
-2638,-2636,-2634,-2634,-2638,-2636,-2640,-2638,-2640,-2642,-2644,-2642,-2640,-2638,-2640,-2636,-2636,-2632,-2630,-2632,-2634,-2632,-2632,-2632,-2634,-2634,-2634,-2634,-2634,-2636,-2634,-2634,-2630,-2626,-2626,-2630,-2622,-2624,-2628,-2628,-2628,-2628,-2628,-2628,-2630,-2632,-2630,-2630,-2630,-2630,
-2640,-2638,-2636,-2634,-2636,-2638,-2638,-2638,-2640,-2644,-2644,-2640,-2638,-2636,-2640,-2640,-2636,-2632,-2632,-2632,-2634,-2630,-2632,-2632,-2634,-2634,-2634,-2634,-2634,-2636,-2636,-2634,-2626,-2614,-2622,-2626,-2630,-2626,-2628,-2628,-2630,-2628,-2628,-2630,-2632,-2632,-2630,-2630,-2630,-2630,
-2636,-2634,-2632,-2638,-2640,-2642,-2644,-2648,-2648,-2648,-2648,-2648,-2648,-2644,-2644,-2642,-2642,-2636,-2636,-2636,-2636,-2636,-2634,-2636,-2636,-2638,-2638,-2638,-2638,-2638,-2638,-2638,-2636,-2628,-2626,-2626,-2624,-2628,-2628,-2630,-2630,-2630,-2632,-2634,-2636,-2634,-2634,-2634,-2634,-2634,
-2650,-2648,-2646,-2650,-2646,-2648,-2650,-2650,-2652,-2652,-2652,-2654,-2650,-2650,-2646,-2644,-2646,-2642,-2642,-2640,-2640,-2644,-2640,-2642,-2640,-2640,-2642,-2640,-2640,-2640,-2640,-2642,-2638,-2636,-2628,-2622,-2616,-2624,-2630,-2632,-2632,-2632,-2632,-2632,-2634,-2636,-2636,-2636,-2638,-2636,
-2648,-2646,-2644,-2644,-2644,-2650,-2654,-2654,-2652,-2652,-2650,-2652,-2650,-2648,-2646,-2648,-2648,-2644,-2642,-2642,-2638,-2642,-2640,-2640,-2640,-2642,-2644,-2642,-2642,-2642,-2638,-2640,-2636,-2628,-2636,-2630,-2628,-2628,-2630,-2632,-2630,-2632,-2632,-2632,-2634,-2638,-2638,-2638,-2640,-2638,
